path,label,reproject_k1024_early__raw,reproject_k1024_early__norm,reproject_k256_early__raw,reproject_k256_early__norm,solution_a_reproject_k1_1__raw,solution_a_reproject_k1_1__norm,ensemble_score
data\BraTS2021_slice\test\good\img\00028_99.png,0,0.3753249943256378,-0.9720995609730451,0.4214162230491638,-0.6413685980721717,0.5437062978744507,-0.6430029308905466,-0.7521570299785878
data\BraTS2021_slice\test\good\img\00056_97.png,0,0.3783819079399109,-0.9380833870986724,0.3714515268802643,-1.1613627298515639,0.714333713054657,0.9401884297986869,-0.38641922905051646
data\BraTS2021_slice\test\good\img\00056_98.png,0,0.3520417213439941,-1.231186981176908,0.3460541665554046,-1.4256789239693246,0.6928669810295105,0.7410062254117252,-0.6386198932448358
data\BraTS2021_slice\test\good\img\00056_99.png,0,0.3898456394672394,-0.8105193358732786,0.3629347383975982,-1.24999891444122,0.7017078995704651,0.8230379776938186,-0.41249342420689333
data\BraTS2021_slice\test\good\img\00066_60.png,0,0.4772522747516632,0.162108509979627,0.4772523939609527,-0.06026867269658442,0.6855615973472595,0.6732221573002514,0.25835399819443133
data\BraTS2021_slice\test\good\img\00066_61.png,0,0.4674645960330963,0.053194937949741256,0.4674647152423858,-0.16213130546817728,0.7254236936569214,1.0430884324809813,0.3113840216541817
data\BraTS2021_slice\test\good\img\00066_62.png,0,0.4362969994544983,-0.29362624126634435,0.4362971186637878,-0.4864996808457191,0.6722778677940369,0.5499671349805202,-0.0767195957105144
data\BraTS2021_slice\test\good\img\00066_63.png,0,0.4277366697788238,-0.3888823392175912,0.4423618018627167,-0.4233831222283358,0.6454512476921082,0.30105242724138187,-0.17040434473484833
data\BraTS2021_slice\test\good\img\00066_64.png,0,0.4326842725276947,-0.3338272946193035,0.4273275732994079,-0.5798478108621637,0.681699812412262,0.6373900224732026,-0.09209502766942151
data\BraTS2021_slice\test\good\img\00072_96.png,0,0.4132767915725708,-0.5497863729362933,0.4188283383846283,-0.6683013114170389,0.5982539057731628,-0.13687499429666786,-0.4516542262166666
data\BraTS2021_slice\test\good\img\00072_97.png,0,0.420693039894104,-0.4672611778431412,0.42214435338974,-0.6337907774647922,0.58576500415802,-0.25275508965361626,-0.45126901498718314
data\BraTS2021_slice\test\good\img\00072_98.png,0,0.3789840340614319,-0.9313831562683581,0.4262436032295227,-0.5911289377093966,0.5450897216796875,-0.6301666313175291,-0.7175595750984279
data\BraTS2021_slice\test\good\img\00072_99.png,0,0.3967967331409454,-0.7331702050644048,0.3751228451728821,-1.1231544725331917,0.6263177990913391,0.12351993345697697,-0.5776015813802065
data\BraTS2021_slice\test\good\img\00078_60.png,0,0.344883531332016,-1.3108406013957923,0.3660132884979248,-1.2179597325927547,0.6916682720184326,0.7298838290001375,-0.5996388349961365
data\BraTS2021_slice\test\good\img\00078_61.png,0,0.3488483428955078,-1.2667216839055666,0.3404223918914795,-1.4842901034878693,0.6644109487533569,0.4769727791362846,-0.7580130027523837
data\BraTS2021_slice\test\good\img\00078_62.png,0,0.3879435360431671,-0.8316852204760294,0.4223268628120422,-0.6318913597585227,0.6303603053092957,0.1610289170692643,-0.43418255438842923
data\BraTS2021_slice\test\good\img\00078_63.png,0,0.3983128666877746,-0.7162992466883121,0.4412893056869507,-0.43454483760971124,0.6683046221733093,0.51310079592247,-0.2125810961251844
data\BraTS2021_slice\test\good\img\00078_64.png,0,0.3798542618751526,-0.9216995916155579,0.3633960783481598,-1.2451976430347758,0.6054167747497559,-0.07041326966985934,-0.745770168106731
data\BraTS2021_slice\test\good\img\00078_65.png,0,0.4330677688121795,-0.32955989359354265,0.3745172917842865,-1.1294566064936264,0.6623246669769287,0.4576149093536583,-0.33380053024450357
data\BraTS2021_slice\test\good\img\00085_60.png,0,0.3981432914733886,-0.7181862152799022,0.3923750817775726,-0.9436064619902454,0.5991942286491394,-0.12815007132967418,-0.5966475828666072
data\BraTS2021_slice\test\good\img\00085_61.png,0,0.4076009392738342,-0.6129451019816984,0.4247820973396301,-0.6063391670228333,0.6359499096870422,0.21289287662800752,-0.33546379745884136
data\BraTS2021_slice\test\good\img\00085_62.png,0,0.4203944206237793,-0.47058409968632814,0.4446027874946594,-0.4000606672278489,0.6448336839675903,0.295322272141165,-0.19177416492433735
data\BraTS2021_slice\test\good\img\00085_63.png,0,0.4413262903690338,-0.2376622017806146,0.4456544816493988,-0.38911544328327563,0.6441482901573181,0.2889627456960927,-0.11260496645593249
data\BraTS2021_slice\test\good\img\00085_64.png,0,0.4312265813350677,-0.3500479286705975,0.4288557767868042,-0.5639434442484925,0.6391125917434692,0.24223828342007467,-0.22391769649967175
data\BraTS2021_slice\test\good\img\00089_60.png,0,0.3771206140518188,-0.952118586524557,0.3872474431991577,-0.996970980842679,0.5363253355026245,-0.7114882668976943,-0.8868592780883101
data\BraTS2021_slice\test\good\img\00089_61.png,0,0.3564856052398681,-1.1817371286937453,0.4006994068622589,-0.8569732884304867,0.4923219680786133,-1.1197799301884492,-1.0528301157708937
data\BraTS2021_slice\test\good\img\00118_62.png,0,0.4281271696090698,-0.3845370053941097,0.4638295471668243,-0.19996333912918393,0.52339106798172,-0.831500754775521,-0.4720003664329382
data\BraTS2021_slice\test\good\img\00118_63.png,0,0.4313063323497772,-0.3491604896633745,0.4604983925819397,-0.2346314341844321,0.5306177735328674,-0.7644467131800481,-0.44941287900928484
data\BraTS2021_slice\test\good\img\00118_64.png,0,0.4316785335540771,-0.34501877600074415,0.4408912062644958,-0.4386879502355048,0.5099951028823853,-0.9557971709813354,-0.5798346324058614
data\BraTS2021_slice\test\good\img\00118_65.png,0,0.4336947202682495,-0.3225834158674818,0.4387418329715729,-0.46105697446703714,0.4872176051139831,-1.1671415065147959,-0.6502606322831049
data\BraTS2021_slice\test\good\img\00118_68.png,0,0.4267802238464355,-0.3995253063546569,0.4614135026931762,-0.22510767192304626,0.4479025900363922,-1.5319316086825594,-0.7188548623200874
data\BraTS2021_slice\test\good\img\00139_95.png,0,0.3327594697475433,-1.4457525547448886,0.3399868309497833,-1.4888230867956973,0.4250048696994781,-1.744391446854485,-1.5596556961316903
data\BraTS2021_slice\test\good\img\00139_96.png,0,0.3160635828971863,-1.6315380435584639,0.3329822123050689,-1.5617217706642323,0.4450156688690185,-1.5587183278410826,-1.5839927140212595
data\BraTS2021_slice\test\good\img\00139_97.png,0,0.308833360671997,-1.7119932108926175,0.3123126327991485,-1.7768348579747946,0.4556988477706909,-1.4595928940767473,-1.6494736543147197
data\BraTS2021_slice\test\good\img\00139_98.png,0,0.3145342469215393,-1.6485559135489811,0.3185873329639435,-1.7115326042927337,0.4545625746250152,-1.4701359702038577,-1.610074829348524
data\BraTS2021_slice\test\good\img\00139_99.png,0,0.2938889265060425,-1.8782891993267263,0.3141189515590668,-1.7580360814925875,0.4608500897884369,-1.4117963436179506,-1.6827072081457548
data\BraTS2021_slice\test\good\img\00140_60.png,0,0.4062244594097137,-0.6282620472083725,0.4524292647838592,-0.3186087106477194,0.507258415222168,-0.9811899266295699,-0.6426868948285539
data\BraTS2021_slice\test\good\img\00140_61.png,0,0.3577987253665924,-1.1671252265647365,0.4112571775913238,-0.7470961302620917,0.4792709350585937,-1.2408758437820688,-1.0516990668696322
data\BraTS2021_slice\test\good\img\00146_60.png,0,0.4914187490940094,0.3197476569172743,0.4960834085941314,0.13571004538876283,0.6624062061309814,0.45837148228842295,0.30460972819815335
data\BraTS2021_slice\test\good\img\00146_61.png,0,0.4895997941493988,0.29950701701936294,0.489599734544754,0.06823295222983021,0.6601609587669373,0.4375386271132401,0.26842619878747775
data\BraTS2021_slice\test\good\img\00146_62.png,0,0.4936099648475647,0.34413067373566947,0.4936098456382751,0.10996710446735294,0.6599403619766235,0.4354917876164828,0.2965298552731684
data\BraTS2021_slice\test\good\img\00146_63.png,0,0.5740374326705933,1.23909699433097,0.5740373730659485,0.9469949561837461,0.7162939310073853,0.9583765980045389,1.0481561828397516
data\BraTS2021_slice\test\good\img\00166_60.png,0,0.4463368654251098,-0.18190642526070594,0.4583443701267242,-0.25704884332161193,0.597798228263855,-0.1411030645351736,-0.19335277770583048
data\BraTS2021_slice\test\good\img\00166_61.png,0,0.4517852962017059,-0.12127835655316169,0.459524929523468,-0.2447624890436103,0.6005619168281555,-0.11545977705985692,-0.16050020755220962
data\BraTS2021_slice\test\good\img\00166_62.png,0,0.44147390127182,-0.23601964370783027,0.4209099113941192,-0.6466379003928487,0.564241886138916,-0.45246047971037856,-0.4450393412703525
data\BraTS2021_slice\test\good\img\00166_63.png,0,0.3839236199855804,-0.876417319851291,0.3873780071735382,-0.9956121714091112,0.5202764272689819,-0.8604004029525149,-0.910809964737639
data\BraTS2021_slice\test\good\img\00166_64.png,0,0.4040302336215973,-0.6526785585483402,0.4009080529212951,-0.8548018607097824,0.5354706645011902,-0.7194184564529504,-0.7422996252370243
data\BraTS2021_slice\test\good\img\00166_65.png,0,0.3700632452964782,-1.0306503060852084,0.4141534566879272,-0.7169538848426845,0.529778242111206,-0.7722364279360132,-0.8399468729546353
data\BraTS2021_slice\test\good\img\00186_60.png,0,0.3908666372299194,-0.7991580604814887,0.4386923611164093,-0.4615718394886584,0.5180115103721619,-0.8814157647566979,-0.7140485549089484
data\BraTS2021_slice\test\good\img\00186_61.png,0,0.3583092987537384,-1.161443759796525,0.3583092987537384,-1.2981369330048949,0.4911974668502807,-1.1302137788633548,-1.1965981572215916
data\BraTS2021_slice\test\good\img\00186_62.png,0,0.3582325875759125,-1.162297372653248,0.364695280790329,-1.2316765431838383,0.4835991263389587,-1.2007160896461506,-1.1982300018277456
data\BraTS2021_slice\test\good\img\00186_63.png,0,0.3829476237297058,-0.8872778355641175,0.3954446613788605,-0.9116606381969055,0.4787826240062713,-1.2454067091095977,-1.0147817276235402
data\BraTS2021_slice\test\good\img\00204_60.png,0,0.4787698984146118,0.17899604980204303,0.4551538228988647,-0.2902536051407107,0.5869300961494446,-0.24194461366250156,-0.11773405633372307
data\BraTS2021_slice\test\good\img\00204_61.png,0,0.4636529386043548,0.010780261512622543,0.4916809201240539,0.08989233117855026,0.5962597727775574,-0.15537784817494754,-0.01823508516125824
data\BraTS2021_slice\test\good\img\00204_62.png,0,0.5017215013504028,0.4343927716832678,0.5207624435424805,0.39255046142451366,0.5760676860809326,-0.3427330699523022,0.1614033877184931
data\BraTS2021_slice\test\good\img\00204_63.png,0,0.4629040062427521,0.002446426590538548,0.5034576058387756,0.21245501909652975,0.5620412230491638,-0.4728796531931609,-0.08599273583536418
data\BraTS2021_slice\test\good\img\00204_64.png,0,0.4446074962615967,-0.20115018860566058,0.5052362680435181,0.23096596742207084,0.5996946692466736,-0.12350666024759513,-0.031230293810394952
data\BraTS2021_slice\test\good\img\00210_97.png,0,0.3201643526554107,-1.585906234905702,0.320164144039154,-1.6951223672873381,0.4951545000076294,-1.0934978695116315,-1.458175490568224
data\BraTS2021_slice\test\good\img\00210_98.png,0,0.3273407816886902,-1.5060496577838194,0.33754363656044,-1.5142499750321485,0.4985302686691284,-1.0621753075720617,-1.360824980129343
data\BraTS2021_slice\test\good\img\00210_99.png,0,0.3237509131431579,-1.54599635175018,0.3455703258514404,-1.4307143659127104,0.4686636626720428,-1.3392969678735798,-1.4386692285121567
data\BraTS2021_slice\test\good\img\00219_60.png,0,0.4121468365192413,-0.5623600836832433,0.4384404122829437,-0.4641939291831077,0.4893584847450256,-1.1472770425740961,-0.7246103518134823
data\BraTS2021_slice\test\good\img\00219_61.png,0,0.3714238405227661,-1.0155101190763398,0.3880558311939239,-0.9885579002935977,0.4498302042484283,-1.5140459590405355,-1.1727046594701576
data\BraTS2021_slice\test\good\img\00219_98.png,0,0.246607169508934,-2.4044226365262396,0.246607169508934,-2.460646788327824,0.4929608404636383,-1.113852059573482,-1.9929738281425151
data\BraTS2021_slice\test\good\img\00219_99.png,0,0.2849204838275909,-1.9780866237969954,0.2849197387695312,-2.0619190322026366,0.5039002299308777,-1.0123493387038214,-1.6841183315678179
data\BraTS2021_slice\test\good\img\00230_60.png,0,0.3371476829051971,-1.396922185096364,0.365379273891449,-1.2245580690204476,0.4920829236507416,-1.1219979387811931,-1.2478260642993348
data\BraTS2021_slice\test\good\img\00230_61.png,0,0.3471564650535583,-1.2855482580610287,0.3952700793743133,-0.9134775534358561,0.4885509610176086,-1.1547697692701426,-1.1179318602556758
data\BraTS2021_slice\test\good\img\00230_62.png,0,0.3599187731742859,-1.1435341396227416,0.3916400671005249,-0.9512559294771391,0.4846937358379364,-1.1905595957422863,-1.095116554947389
data\BraTS2021_slice\test\good\img\00231_60.png,0,0.4350280463695526,-0.30774666932633005,0.4350278377532959,-0.49970938040647045,0.6096102595329285,-0.03150340941739736,-0.27965315305006594
data\BraTS2021_slice\test\good\img\00231_61.png,0,0.4598814249038696,-0.03118771076054617,0.4598813056945801,-0.24105359993002798,0.6541830897331238,0.3820720973081102,0.03661026220584536
data\BraTS2021_slice\test\good\img\00231_62.png,0,0.4076335430145263,-0.6125822999361449,0.4471308887004852,-0.3737501341440499,0.5760751366615295,-0.3426639386534384,-0.442998790911211
data\BraTS2021_slice\test\good\img\00249_96.png,0,0.392829030752182,-0.777321290560497,0.4713245928287506,-0.12196066803426396,0.6127009391784668,-0.0028260874975492953,-0.30070268203077005
data\BraTS2021_slice\test\good\img\00249_97.png,0,0.3904091715812683,-0.8042485645027375,0.3904088735580444,-0.9640692450031735,0.5701470375061035,-0.39766867138215867,-0.7219954936293566
data\BraTS2021_slice\test\good\img\00249_98.png,0,0.360427975654602,-1.1378679277851482,0.360427975654602,-1.276087373214489,0.5265974402427673,-0.801749962046917,-1.0719017543488514
data\BraTS2021_slice\test\good\img\00249_99.png,0,0.357536256313324,-1.1700458825201205,0.3745028078556061,-1.129607344084294,0.4947118163108825,-1.0976053747649195,-1.132419533789778
data\BraTS2021_slice\test\good\img\00254_95.png,0,0.2862604856491089,-1.9631755923763146,0.2862603664398193,-2.0479668104360043,0.4926555752754211,-1.1166845071505274,-1.709275636654282
data\BraTS2021_slice\test\good\img\00254_96.png,0,0.3190281987190246,-1.5985489244693565,0.3190279901027679,-1.7069465836844864,0.5065261721611023,-0.9879841506818973,-1.43115988627858
data\BraTS2021_slice\test\good\img\00254_97.png,0,0.3574236333370209,-1.1712991082332347,0.357423722743988,-1.3073533270515671,0.5372204184532166,-0.7031831091774011,-1.0606118481540676
data\BraTS2021_slice\test\good\img\00254_98.png,0,0.3679135143756866,-1.0545716954379634,0.3679138422012329,-1.1981802312922554,0.5249717235565186,-0.8168344114589828,-1.0231954460630672
data\BraTS2021_slice\test\good\img\00254_99.png,0,0.3461920917034149,-1.2962794384925336,0.3461917638778686,-1.424246916857984,0.4863122403621673,-1.1755420654275208,-1.2986894735926793
data\BraTS2021_slice\test\good\img\00261_98.png,0,0.4322994947433471,-0.33810895568890353,0.4322993457317352,-0.5281054269874881,0.5405503511428833,-0.672285842988441,-0.5128334085549442
data\BraTS2021_slice\test\good\img\00261_99.png,0,0.4472648799419403,-0.17157983211948794,0.4472648203372955,-0.3723562766698536,0.5340147614479065,-0.7329272653013142,-0.42562112469688523
data\BraTS2021_slice\test\good\img\00269_60.png,0,0.4857988655567169,0.2572117269957725,0.4857989251613617,0.028677051225347736,0.6473673582077026,0.3188313381579606,0.20157337212636028
data\BraTS2021_slice\test\good\img\00269_61.png,0,0.4738509654998779,0.12426003223101537,0.4738509058952331,-0.09566874452955973,0.6782729029655457,0.6055929432982321,0.21139474366656258
data\BraTS2021_slice\test\good\img\00273_98.png,0,0.4312801361083984,-0.3494519914897385,0.4413219094276428,-0.4342055229508837,0.5790848731994629,-0.31473765916444596,-0.36613172453502274
data\BraTS2021_slice\test\good\img\00273_99.png,0,0.3867599070072174,-0.8448561949195437,0.4014208018779754,-0.8494655639043647,0.5500085949897766,-0.5845261478076944,-0.7596159688772008
data\BraTS2021_slice\test\good\img\00283_60.png,0,0.3696640729904175,-1.0350921439262901,0.3764626383781433,-1.1092109352368038,0.5187949538230896,-0.874146470418579,-1.0061498498605577
data\BraTS2021_slice\test\good\img\00283_61.png,0,0.3524800539016723,-1.2263093829264495,0.4000489711761474,-0.8637425228262001,0.509157121181488,-0.9635725064271369,-1.0178748040599288
data\BraTS2021_slice\test\good\img\00283_62.png,0,0.343149185180664,-1.330139746771468,0.3801284432411194,-1.071060057453974,0.5093267560005188,-0.9619985250146075,-1.1210661097466832
data\BraTS2021_slice\test\good\img\00283_63.png,0,0.3733557462692261,-0.9940126055471232,0.3840618431568146,-1.0301242561596156,0.5299772620201111,-0.7703897926807652,-0.9315088847958346
data\BraTS2021_slice\test\good\img\00283_64.png,0,0.3816051483154297,-0.9022163921856944,0.3681907653808594,-1.1952982278097828,0.5057790279388428,-0.9949166373319522,-1.0308104191091432
data\BraTS2021_slice\test\good\img\00291_62.png,0,0.4074725210666656,-0.6143740910258394,0.4056487381458282,-0.8054644547734506,0.4852137565612793,-1.1857345076067933,-0.8685243511353611
data\BraTS2021_slice\test\good\img\00291_63.png,0,0.363864541053772,-1.0996271330165277,0.3628795444965362,-1.2505733301159445,0.3961904346942901,-2.0117503851304663,-1.453983616087646
data\BraTS2021_slice\test\good\img\00291_64.png,0,0.4038304388523102,-0.6549017988713667,0.4350484609603882,-0.4994947499275777,0.4785203635692596,-1.247840130829601,-0.8007455598761817
data\BraTS2021_slice\test\good\img\00291_65.png,0,0.4026775360107422,-0.6677308638916947,0.3765788078308105,-1.1080019329149493,0.4848625361919403,-1.1889933570352296,-0.9882420512806245
data\BraTS2021_slice\test\good\img\00291_66.png,0,0.3981608152389526,-0.7179912174711404,0.3269543349742889,-1.624455282111915,0.4668619334697723,-1.3560145750900026,-1.2328203582243527
data\BraTS2021_slice\test\good\img\00291_67.png,0,0.3965876400470733,-0.7354969136124886,0.3704700171947479,-1.1715775278166685,0.4401869773864746,-1.6035220461094701,-1.1701988291795422
data\BraTS2021_slice\test\good\img\00305_60.png,0,0.5171219706535339,0.6057633459501565,0.4984277188777923,0.16010782390127437,0.5796998739242554,-0.3090312852310382,0.15227996154013088
data\BraTS2021_slice\test\good\img\00305_61.png,0,0.5230444669723511,0.6716666359909916,0.5409108400344849,0.6022394767482614,0.5693503022193909,-0.4050612959574505,0.28961493892726753
data\BraTS2021_slice\test\good\img\00305_62.png,0,0.4698354303836822,0.07957668230794498,0.4499375224113464,-0.3445408489565925,0.5150641798973083,-0.9087630004864078,-0.3912423890450184
data\BraTS2021_slice\test\good\img\00305_63.png,0,0.4078946113586426,-0.6096772305403042,0.4250936210155487,-0.6030970681848775,0.4997764229774475,-1.0506126830493097,-0.7544623272581638
data\BraTS2021_slice\test\good\img\00305_64.png,0,0.3975312709808349,-0.7249965469138032,0.4423838853836059,-0.4231532939265163,0.5163938403129578,-0.8964255523659911,-0.6815251310687701
data\BraTS2021_slice\test\good\img\00314_60.png,0,0.4125036001205444,-0.5583901538045216,0.4655951857566833,-0.1815879305713829,0.5243110656738281,-0.8229644219918276,-0.5209808354559107
data\BraTS2021_slice\test\good\img\00314_61.png,0,0.3779828250408172,-0.942524230052976,0.3683552145957947,-1.1935867668523696,0.510472297668457,-0.9513694495517112,-1.029160148819019
data\BraTS2021_slice\test\good\img\00314_62.png,0,0.3541242778301239,-1.2080130834244063,0.3378555178642273,-1.5110041542783732,0.4615852832794189,-1.4049747435712736,-1.3746639937580176
data\BraTS2021_slice\test\good\img\00331_96.png,0,0.3821912109851837,-0.8956949093467451,0.4531702995300293,-0.31089659091120564,0.5876194834709167,-0.23554803284123832,-0.48071317769972965
data\BraTS2021_slice\test\good\img\00331_97.png,0,0.4050467312335968,-0.641367359124446,0.4394904375076294,-0.4532660741790229,0.5949121713638306,-0.16788176446302816,-0.420838399255499
data\BraTS2021_slice\test\good\img\00331_98.png,0,0.4156280159950256,-0.523622840411704,0.4758187532424927,-0.07518890273579422,0.6679269671440125,0.5095966686456653,-0.029738358167277656
data\BraTS2021_slice\test\good\img\00331_99.png,0,0.4240455627441406,-0.42995557664715467,0.4646842181682586,-0.19106858064119983,0.6615213751792908,0.45016144923536633,-0.056954236017662724
data\BraTS2021_slice\test\good\img\00356_98.png,0,0.3138036131858825,-1.6566861283102163,0.3138030469417572,-1.7613237737993255,0.4420630931854248,-1.586114232005192,-1.6680413780382444
data\BraTS2021_slice\test\good\img\00356_99.png,0,0.3208609819412231,-1.578154408749565,0.3532265126705169,-1.351034661581703,0.4484868049621582,-1.5265108852760565,-1.4852333185357747
data\BraTS2021_slice\test\good\img\00383_60.png,0,0.4397567808628082,-0.25512710756400747,0.4820197820663452,-0.01065336371243734,0.609491765499115,-0.03260287359452613,-0.0994611149569903
data\BraTS2021_slice\test\good\img\00383_61.png,0,0.4706797003746032,0.08897139816579357,0.472059965133667,-0.1143074786315508,0.5941057801246643,-0.17536398320164742,-0.06690002122246821
data\BraTS2021_slice\test\good\img\00383_62.png,0,0.43315589427948,-0.3285792668579828,0.4325324594974518,-0.5256793581928362,0.5620806217193604,-0.4725140868847695,-0.4422575706451961
data\BraTS2021_slice\test\good\img\00383_63.png,0,0.4463130235671997,-0.18217172840187792,0.4463127553462982,-0.3822646368991975,0.5822846293449402,-0.28504825502923287,-0.28316154011010275
data\BraTS2021_slice\test\good\img\00421_60.png,0,0.3020332455635071,-1.7876623095600157,0.426438957452774,-0.5890958411932964,0.5287327170372009,-0.7819374848429628,-1.0528985451987583
data\BraTS2021_slice\test\good\img\00421_61.png,0,0.3791462182998657,-0.9295784316505314,0.4044833183288574,-0.817593247948449,0.5258112549781799,-0.8090446967030177,-0.8520721254339994
data\BraTS2021_slice\test\good\img\00421_62.png,0,0.3625615835189819,-1.1141259496816114,0.3975455164909363,-0.8897965538781433,0.4732050001621246,-1.297159505539768,-1.100360669699841
data\BraTS2021_slice\test\good\img\00431_60.png,0,0.3783385753631592,-0.9385655755577537,0.395503431558609,-0.9110490033639915,0.4331496357917785,-1.668819046613023,-1.1728112085115894
data\BraTS2021_slice\test\good\img\00431_61.png,0,0.4223800599575043,-0.4484886592026938,0.4463982880115509,-0.38137447869916563,0.4388719499111175,-1.6157237203589192,-0.8151956194202594
data\BraTS2021_slice\test\good\img\00431_62.png,0,0.4333938360214233,-0.32593154150908077,0.4391213059425354,-0.45710771162348107,0.441544234752655,-1.5909285356580627,-0.7913225962635414
data\BraTS2021_slice\test\good\img\00431_63.png,0,0.4263955056667328,-0.40380630416640284,0.4110881686210632,-0.7488550456461965,0.4524262547492981,-1.4899581257896524,-0.8808731585340839
