path,label,solution_a_reproject_k1_1__raw,solution_a_reproject_k1_1__norm,reproject_k256_early__raw,reproject_k256_early__norm,reproject_k1024_early__raw,reproject_k1024_early__norm,ensemble_score
data\BraTS2021_slice\test\good\img\00072_96.png,0,0.5982539057731628,0.41922455573505657,0.4188283383846283,0.17070543887991385,0.4132767915725708,0.21459343026386646,0.2681744749596123
data\BraTS2021_slice\test\good\img\00072_97.png,0,0.58576500415802,0.35756596661281637,0.42214435338974,0.18389876144318792,0.420693039894104,0.25659666128163705,0.2660204631125471
data\BraTS2021_slice\test\good\img\00072_98.png,0,0.5450897216796875,0.1801292407108239,0.4262436032295227,0.19951534733441034,0.3789840340614319,0.08319870759289176,0.154281098546042
data\BraTS2021_slice\test\good\img\00072_99.png,0,0.6263177990913391,0.5597738287560582,0.3751228451728821,0.05115778136779752,0.3967967331409454,0.13651050080775445,0.2491473703105367
data\BraTS2021_slice\test\good\img\00078_60.png,0,0.6916682720184326,0.821486268174475,0.3660132884979248,0.03715670436187399,0.344883531332016,0.020732364028002152,0.29312511218811704
data\BraTS2021_slice\test\good\img\00078_61.png,0,0.6644109487533569,0.7253634894991923,0.3404223918914795,0.015078082929456112,0.3488483428955078,0.02665589660743134,0.2556991563453599
data\BraTS2021_slice\test\good\img\00078_62.png,0,0.6303603053092957,0.5799676898222941,0.4223268628120422,0.18524501884760367,0.3879435360431671,0.10796984383414109,0.2910608508346796
data\BraTS2021_slice\test\good\img\00078_63.png,0,0.6683046221733093,0.7382875605815832,0.4412893056869507,0.2692514808831449,0.3983128666877746,0.14754981152396338,0.3850296176628971
data\BraTS2021_slice\test\good\img\00078_64.png,0,0.6054167747497559,0.4623047926763597,0.3633960783481598,0.03204092622509424,0.3798542618751526,0.08589122240172321,0.19341231376772572
data\BraTS2021_slice\test\good\img\00078_65.png,0,0.6623246669769287,0.7145934302638665,0.3745172917842865,0.05035002692514809,0.4330677688121795,0.3222940226171244,0.36241249326871294
data\BraTS2021_slice\test\good\img\00085_60.png,0,0.5991942286491394,0.4267635971997846,0.3923750817775726,0.08185245018847603,0.3981432914733886,0.14539579967689822,0.2180039490217196
data\BraTS2021_slice\test\good\img\00085_61.png,0,0.6359499096870422,0.6039310716208939,0.4247820973396301,0.19359181475498116,0.4076009392738342,0.18928379106085083,0.32893555914557526
data\BraTS2021_slice\test\good\img\00085_62.png,0,0.6448336839675903,0.6488960689283791,0.4446027874946594,0.28729133010231556,0.4203944206237793,0.2552504038772213,0.39714593430263867
data\BraTS2021_slice\test\good\img\00085_63.png,0,0.6441482901573181,0.6445880452342488,0.4456544816493988,0.2902530963920302,0.4413262903690338,0.3737210554658051,0.43618739903069464
data\BraTS2021_slice\test\good\img\00085_64.png,0,0.6391125917434692,0.6203554119547657,0.4288557767868042,0.21028540656973613,0.4312265813350677,0.31017770597738287,0.38027284150062823
data\BraTS2021_slice\test\good\img\00089_60.png,0,0.5363253355026245,0.1494345718901454,0.3872474431991577,0.07296715131933226,0.3771206140518188,0.07592891760904685,0.09944354693950816
data\BraTS2021_slice\test\good\img\00089_61.png,0,0.4923219680786133,0.05331179321486268,0.4006994068622589,0.10635433494884222,0.3564856052398681,0.038502961766289714,0.0660563633099982
data\BraTS2021_slice\test\good\img\00118_62.png,0,0.52339106798172,0.11793214862681745,0.4638295471668243,0.39337641357027464,0.4281271696090698,0.29617662897145935,0.26916173038951713
data\BraTS2021_slice\test\good\img\00118_63.png,0,0.5306177735328674,0.13489499192245558,0.4604983925819397,0.3761443187937534,0.4313063323497772,0.31098546042003233,0.27400825704541376
data\BraTS2021_slice\test\good\img\00118_64.png,0,0.5099951028823853,0.08750673128702208,0.4408912062644958,0.2665589660743134,0.4316785335540771,0.3139472267097469,0.22267097469036076
data\BraTS2021_slice\test\good\img\00118_65.png,0,0.4872176051139831,0.045234248788368334,0.4387418329715729,0.2568659127625202,0.4336947202682495,0.3263327948303716,0.2094776521270867
data\BraTS2021_slice\test\good\img\00118_68.png,0,0.4479025900363922,0.013193322563274098,0.4614135026931762,0.3815293484114163,0.4267802238464355,0.28836833602584816,0.2276970023335128
data\BraTS2021_slice\test\good\img\00139_95.png,0,0.4250048696994781,0.003769520732364028,0.3399868309497833,0.014539579967689823,0.3327594697475433,0.013193322563274098,0.010500807754442648
data\BraTS2021_slice\test\good\img\00139_96.png,0,0.4450156688690185,0.011577813677975229,0.3329822123050689,0.00996230479267636,0.3160635828971863,0.004846526655896607,0.008795548375516065
data\BraTS2021_slice\test\good\img\00139_97.png,0,0.4556988477706909,0.018039849219170706,0.3123126327991485,0.0032310177705977385,0.308833360671997,0.0035002692514808833,0.008257045413749775
data\BraTS2021_slice\test\good\img\00139_98.png,0,0.4545625746250152,0.01669359181475498,0.3185873329639435,0.005385029617662897,0.3145342469215393,0.004308023694130318,0.008795548375516065
data\BraTS2021_slice\test\good\img\00139_99.png,0,0.4608500897884369,0.019655358104469573,0.3141189515590668,0.004038772213247173,0.2938889265060425,0.0013462574044157242,0.00834679590737749
data\BraTS2021_slice\test\good\img\00140_60.png,0,0.507258415222168,0.08185245018847603,0.4524292647838592,0.32579429186860526,0.4062244594097137,0.1820140010770059,0.19655358104469572
data\BraTS2021_slice\test\good\img\00140_61.png,0,0.4792709350585937,0.03527194399569197,0.4112571775913238,0.14189553042541733,0.3577987253665924,0.03984921917070544,0.07233889786393824
data\BraTS2021_slice\test\good\img\00146_60.png,0,0.6624062061309814,0.7148626817447497,0.4960834085941314,0.570543887991384,0.4914187490940094,0.66182014001077,0.6490755699156345
data\BraTS2021_slice\test\good\img\00146_61.png,0,0.6601609587669373,0.7078621432417879,0.489599734544754,0.535271943995692,0.4895997941493988,0.65239633817986,0.6318434751391133
data\BraTS2021_slice\test\good\img\00146_62.png,0,0.6599403619766235,0.7067851373182552,0.4936098456382751,0.5589660743134087,0.4936099648475647,0.6725901992460959,0.6461138036259199
data\BraTS2021_slice\test\good\img\00146_63.png,0,0.7162939310073853,0.8920301561658589,0.5740373730659485,0.8912224017232094,0.5740374326705933,0.9426494345718901,0.9086339974869861
data\BraTS2021_slice\test\good\img\00166_60.png,0,0.597798228263855,0.4159935379644588,0.4583443701267242,0.3648357565966613,0.4463368654251098,0.40199246095853525,0.3942739185065518
data\BraTS2021_slice\test\good\img\00166_61.png,0,0.6005619168281555,0.43537964458804523,0.459524929523468,0.37183629509962307,0.4517852962017059,0.4375336564351104,0.41491653204092616
data\BraTS2021_slice\test\good\img\00166_62.png,0,0.564241886138916,0.2552504038772213,0.4209099113941192,0.1782444803446419,0.44147390127182,0.3745288099084545,0.26934123137677257
data\BraTS2021_slice\test\good\img\00166_63.png,0,0.5202764272689819,0.11093161012385568,0.3873780071735382,0.0732364028002154,0.3839236199855804,0.09693053311793215,0.09369951534733441
data\BraTS2021_slice\test\good\img\00166_64.png,0,0.5354706645011902,0.14781906300484654,0.4009080529212951,0.10716208939149165,0.4040302336215973,0.1723209477652127,0.14243403338718363
data\BraTS2021_slice\test\good\img\00166_65.png,0,0.529778242111206,0.13247172859450726,0.4141534566879272,0.15239633817985998,0.3700632452964782,0.05977382875605816,0.11488063184347513
data\BraTS2021_slice\test\good\img\00186_60.png,0,0.5180115103721619,0.10608508346795907,0.4386923611164093,0.2560581583198708,0.3908666372299194,0.11766289714593431,0.15993537964458804
data\BraTS2021_slice\test\good\img\00186_61.png,0,0.4911974668502807,0.05061927840603123,0.3583092987537384,0.026925148088314487,0.3583092987537384,0.0420032310177706,0.03984921917070544
data\BraTS2021_slice\test\good\img\00186_62.png,0,0.4835991263389587,0.0395799676898223,0.364695280790329,0.03500269251480883,0.3582325875759125,0.04119547657512116,0.03859271225991742
data\BraTS2021_slice\test\good\img\00186_63.png,0,0.4787826240062713,0.03500269251480883,0.3954446613788605,0.08966074313408724,0.3829476237297058,0.09477652127086698,0.07314665230658768
data\BraTS2021_slice\test\good\img\00204_60.png,0,0.5869300961494446,0.3637587506731287,0.4551538228988647,0.3441033925686591,0.4787698984146118,0.5912762520193862,0.43304613175372464
data\BraTS2021_slice\test\good\img\00204_61.png,0,0.5962597727775574,0.40656973613354874,0.4916809201240539,0.5473882606354334,0.4636529386043548,0.5064620355411955,0.4868066774367259
data\BraTS2021_slice\test\good\img\00204_62.png,0,0.5760676860809326,0.3080236941303177,0.5207624435424805,0.6927840603123318,0.5017215013504028,0.7121701669359182,0.5709926404595225
data\BraTS2021_slice\test\good\img\00204_63.png,0,0.5620412230491638,0.24528809908454496,0.5034576058387756,0.6106623586429726,0.4629040062427521,0.5016155088852988,0.45252198887093875
data\BraTS2021_slice\test\good\img\00204_64.png,0,0.5996946692466736,0.42837910608508345,0.5052362680435181,0.61900915455035,0.4446074962615967,0.39176090468497576,0.4797163884401364
data\BraTS2021_slice\test\good\img\00210_97.png,0,0.4951545000076294,0.057619816908992996,0.320164144039154,0.006192784060312331,0.3201643526554107,0.006462035541195477,0.0234248788368336
data\BraTS2021_slice\test\good\img\00210_98.png,0,0.4985302686691284,0.06273559504577275,0.33754363656044,0.012116316639741519,0.3273407816886902,0.00996230479267636,0.028271405492730207
data\BraTS2021_slice\test\good\img\00210_99.png,0,0.4686636626720428,0.025848142164781908,0.3455703258514404,0.01723209477652127,0.3237509131431579,0.007808292945611201,0.016962843295638123
data\BraTS2021_slice\test\good\img\00219_60.png,0,0.4893584847450256,0.04792676359719979,0.4384404122829437,0.2549811523963382,0.4121468365192413,0.20893914916532041,0.1706156883862861
data\BraTS2021_slice\test\good\img\00219_61.png,0,0.4498302042484283,0.014539579967689823,0.3880558311939239,0.07404415724286484,0.3714238405227661,0.062197092084006464,0.05026027643152037
data\BraTS2021_slice\test\good\img\00219_98.png,0,0.4929608404636383,0.05411954765751212,0.246607169508934,0.0,0.246607169508934,0.0,0.018039849219170706
data\BraTS2021_slice\test\good\img\00219_99.png,0,0.5039002299308777,0.07377490576198169,0.2849197387695312,0.0005385029617662897,0.2849204838275909,0.0005385029617662897,0.024950637228504755
data\BraTS2021_slice\test\good\img\00230_60.png,0,0.4920829236507416,0.05277329025309639,0.365379273891449,0.0366182014001077,0.3371476829051971,0.015347334410339256,0.034912942021181115
data\BraTS2021_slice\test\good\img\00230_61.png,0,0.4885509610176086,0.046849757673667204,0.3952700793743133,0.0888529886914378,0.3471564650535583,0.024771136241249325,0.05349129420211811
data\BraTS2021_slice\test\good\img\00230_62.png,0,0.4846937358379364,0.04119547657512116,0.3916400671005249,0.08050619278406031,0.3599187731742859,0.043887991383952614,0.055196553581044694
data\BraTS2021_slice\test\good\img\00231_60.png,0,0.6096102595329285,0.48303715670436187,0.4350278377532959,0.23936456650511578,0.4350280463695526,0.3360258481421648,0.3528091904505475
data\BraTS2021_slice\test\good\img\00231_61.png,0,0.6541830897331238,0.6855142703284868,0.4598813056945801,0.37318255250403876,0.4598814249038696,0.48465266558966075,0.514449829474062
data\BraTS2021_slice\test\good\img\00231_62.png,0,0.5760751366615295,0.30829294561120085,0.4471308887004852,0.2972536348949919,0.4076335430145263,0.18955304254173397,0.2650332076826422
data\BraTS2021_slice\test\good\img\00249_96.png,0,0.6127009391784668,0.4989229940764674,0.4713245928287506,0.43618739903069464,0.392829030752182,0.12385568120624664,0.35298869143780287
data\BraTS2021_slice\test\good\img\00249_97.png,0,0.5701470375061035,0.284329563812601,0.3904088735580444,0.07754442649434572,0.3904091715812683,0.11604738826063543,0.15930712618919404
data\BraTS2021_slice\test\good\img\00249_98.png,0,0.5265974402427673,0.12439418416801293,0.360427975654602,0.028002154011847066,0.360427975654602,0.04415724286483576,0.06551786034823191
data\BraTS2021_slice\test\good\img\00249_99.png,0,0.4947118163108825,0.05708131394722671,0.3745028078556061,0.050080775444264945,0.357536256313324,0.0395799676898223,0.04891401902710464
data\BraTS2021_slice\test\good\img\00254_95.png,0,0.4926555752754211,0.05358104469574582,0.2862603664398193,0.0010770059235325794,0.2862604856491089,0.0008077544426494346,0.018488601687309276
data\BraTS2021_slice\test\good\img\00254_96.png,0,0.5065261721611023,0.08050619278406031,0.3190279901027679,0.005654281098546042,0.3190281987190246,0.0059235325794291865,0.030694668820678513
data\BraTS2021_slice\test\good\img\00254_97.png,0,0.5372204184532166,0.15212708669897684,0.357423722743988,0.025309639203015617,0.3574236333370209,0.039310716208939146,0.07224914737031053
data\BraTS2021_slice\test\good\img\00254_98.png,0,0.5249717235565186,0.12170166935918147,0.3679138422012329,0.03984921917070544,0.3679135143756866,0.057619816908992996,0.07305690181295996
data\BraTS2021_slice\test\good\img\00254_99.png,0,0.4863122403621673,0.044695745826602046,0.3461917638778686,0.01830910070005385,0.3461920917034149,0.022617124394184167,0.02854065697361335
data\BraTS2021_slice\test\good\img\00261_98.png,0,0.5405503511428833,0.16343564889606893,0.4322993457317352,0.2250942380183091,0.4322994947433471,0.3177167474421109,0.2354155447854963
data\BraTS2021_slice\test\good\img\00261_99.png,0,0.5340147614479065,0.1440495422724825,0.4472648203372955,0.29752288637587504,0.4472648799419403,0.40845449649973076,0.2833423083826961
data\BraTS2021_slice\test\good\img\00269_60.png,0,0.6473673582077026,0.6585891222401723,0.4857989251613617,0.5142703284868066,0.4857988655567169,0.6308562197092084,0.6012385568120624
data\BraTS2021_slice\test\good\img\00269_61.png,0,0.6782729029655457,0.773290253096392,0.4738509058952331,0.44803446418955306,0.4738509654998779,0.5638126009693053,0.5950457727517501
data\BraTS2021_slice\test\good\img\00273_98.png,0,0.5790848731994629,0.3212170166935918,0.4413219094276428,0.269520732364028,0.4312801361083984,0.31071620893914914,0.30048465266558966
data\BraTS2021_slice\test\good\img\00273_99.png,0,0.5500085949897766,0.19978459881529348,0.4014208018779754,0.1098546042003231,0.3867599070072174,0.10554658050619278,0.13839526117393644
data\BraTS2021_slice\test\good\img\00283_60.png,0,0.5187949538230896,0.10823909531502424,0.3764626383781433,0.05331179321486268,0.3696640729904175,0.05923532579429187,0.07359540477472626
data\BraTS2021_slice\test\good\img\00283_61.png,0,0.509157121181488,0.08454496499730749,0.4000489711761474,0.10420032310177706,0.3524800539016723,0.03204092622509424,0.07359540477472626
data\BraTS2021_slice\test\good\img\00283_62.png,0,0.5093267560005188,0.08535271943995693,0.3801284432411194,0.06031233171782445,0.343149185180664,0.01938610662358643,0.055017052593789265
data\BraTS2021_slice\test\good\img\00283_63.png,0,0.5299772620201111,0.1332794830371567,0.3840618431568146,0.0654281098546042,0.3733557462692261,0.06812062466343564,0.08894273918506551
data\BraTS2021_slice\test\good\img\00283_64.png,0,0.5057790279388428,0.07781367797522887,0.3681907653808594,0.040118470651588585,0.3816051483154297,0.09019924609585353,0.06937713157422366
data\BraTS2021_slice\test\good\img\00291_62.png,0,0.4852137565612793,0.04361873990306947,0.4056487381458282,0.12170166935918147,0.4074725210666656,0.18874528809908456,0.11802189912044517
data\BraTS2021_slice\test\good\img\00291_63.png,0,0.3961904346942901,0.0008077544426494346,0.3628795444965362,0.03096392030156166,0.363864541053772,0.050080775444264945,0.027284150062825342
data\BraTS2021_slice\test\good\img\00291_64.png,0,0.4785203635692596,0.034733441033925685,0.4350484609603882,0.23990306946688206,0.4038304388523102,0.17124394184168013,0.14862681744749595
data\BraTS2021_slice\test\good\img\00291_65.png,0,0.4848625361919403,0.0420032310177706,0.3765788078308105,0.053850296176628974,0.4026775360107422,0.16720516962843296,0.0876862322742775
data\BraTS2021_slice\test\good\img\00291_66.png,0,0.4668619334697723,0.02450188476036618,0.3269543349742889,0.007808292945611201,0.3981608152389526,0.14593430263866453,0.059414826781547296
data\BraTS2021_slice\test\good\img\00291_67.png,0,0.4401869773864746,0.009154550350026925,0.3704700171947479,0.0420032310177706,0.3965876400470733,0.1351642434033387,0.06210734159037874
data\BraTS2021_slice\test\good\img\00305_60.png,0,0.5796998739242554,0.32417878298330643,0.4984277188777923,0.5858912224017232,0.5171219706535339,0.7835218093699515,0.564530604918327
data\BraTS2021_slice\test\good\img\00305_61.png,0,0.5693503022193909,0.2789445341949381,0.5409108400344849,0.7854065697361335,0.5230444669723511,0.8091007000538503,0.6244839346616406
data\BraTS2021_slice\test\good\img\00305_62.png,0,0.5150641798973083,0.09935379644588045,0.4499375224113464,0.312331717824448,0.4698354303836822,0.5420032310177706,0.31789624842936637
data\BraTS2021_slice\test\good\img\00305_63.png,0,0.4997764229774475,0.06569736133548734,0.4250936210155487,0.19413031771674744,0.4078946113586426,0.19197630586968228,0.15060132830730566
data\BraTS2021_slice\test\good\img\00305_64.png,0,0.5163938403129578,0.1020463112547119,0.4423838853836059,0.27463651050080773,0.3975312709808349,0.1410877759827679,0.1725901992460958
data\BraTS2021_slice\test\good\img\00314_60.png,0,0.5243110656738281,0.12008616047388261,0.4655951857566833,0.40468497576736673,0.4125036001205444,0.21082390953150243,0.24519834859091727
data\BraTS2021_slice\test\good\img\00314_61.png,0,0.510472297668457,0.08777598276790523,0.3683552145957947,0.04065697361335487,0.3779828250408172,0.07889068389876144,0.06910788009334051
data\BraTS2021_slice\test\good\img\00314_62.png,0,0.4615852832794189,0.0210016155088853,0.3378555178642273,0.012924071082390954,0.3541242778301239,0.03446418955304254,0.022796625381439596
data\BraTS2021_slice\test\good\img\00331_96.png,0,0.5876194834709167,0.366182014001077,0.4531702995300293,0.330910070005385,0.3821912109851837,0.09235325794291868,0.26314844731646025
data\BraTS2021_slice\test\good\img\00331_97.png,0,0.5949121713638306,0.4009154550350027,0.4394904375076294,0.2603661820140011,0.4050467312335968,0.1752827140549273,0.27885478370131034
data\BraTS2021_slice\test\good\img\00331_98.png,0,0.6679269671440125,0.7358642972536349,0.4758187532424927,0.45934302638664515,0.4156280159950256,0.22778675282714056,0.4743313588224735
data\BraTS2021_slice\test\good\img\00331_99.png,0,0.6615213751792908,0.7129779213785676,0.4646842181682586,0.3982229402261712,0.4240455627441406,0.2730210016155089,0.46140728774008255
data\BraTS2021_slice\test\good\img\00356_98.png,0,0.4420630931854248,0.01050080775444265,0.3138030469417572,0.003769520732364028,0.3138036131858825,0.004038772213247173,0.006103033566684617
data\BraTS2021_slice\test\good\img\00356_99.png,0,0.4484868049621582,0.013731825525040387,0.3532265126705169,0.023963381798599893,0.3208609819412231,0.006731287022078622,0.014808831448572968
data\BraTS2021_slice\test\good\img\00383_60.png,0,0.609491765499115,0.4824986537425956,0.4820197820663452,0.49542272482498656,0.4397567808628082,0.364297253634895,0.44740621073415904
data\BraTS2021_slice\test\good\img\00383_61.png,0,0.5941057801246643,0.3982229402261712,0.472059965133667,0.440495422724825,0.4706797003746032,0.5463112547119009,0.4616765392209657
data\BraTS2021_slice\test\good\img\00383_62.png,0,0.5620806217193604,0.2455573505654281,0.4325324594974518,0.22697899838449112,0.43315589427948,0.32310177705977383,0.26521270866989766
data\BraTS2021_slice\test\good\img\00383_63.png,0,0.5822846293449402,0.33817985998922995,0.4463127553462982,0.29375336564351107,0.4463130235671997,0.401453957996769,0.34446239454316996
data\BraTS2021_slice\test\good\img\00421_60.png,0,0.5287327170372009,0.12977921378567583,0.426438957452774,0.20005385029617662,0.3020332455635071,0.0026925148088314485,0.11084185963022795
data\BraTS2021_slice\test\good\img\00421_61.png,0,0.5258112549781799,0.12250942380183091,0.4044833183288574,0.11900915455035002,0.3791462182998657,0.08346795907377491,0.10832884580865194
data\BraTS2021_slice\test\good\img\00421_62.png,0,0.4732050001621246,0.028809908454496498,0.3975455164909363,0.09746903607969844,0.3625615835189819,0.04711900915455035,0.057799317896248426
data\BraTS2021_slice\test\good\img\00431_60.png,0,0.4331496357917785,0.0059235325794291865,0.395503431558609,0.08992999461497038,0.3783385753631592,0.08077544426494346,0.058876323819781
data\BraTS2021_slice\test\good\img\00431_61.png,0,0.4388719499111175,0.008077544426494346,0.4463982880115509,0.2940226171243942,0.4223800599575043,0.26440495422724825,0.18883503859271225
data\BraTS2021_slice\test\good\img\00431_62.png,0,0.441544234752655,0.010231556273559504,0.4391213059425354,0.25901992460958534,0.4333938360214233,0.3247172859450727,0.1979895889427392
data\BraTS2021_slice\test\good\img\00431_63.png,0,0.4524262547492981,0.015347334410339256,0.4110881686210632,0.14081852450188476,0.4263955056667328,0.28729133010231556,0.14781906300484654
data\BraTS2021_slice\test\good\img\00431_64.png,0,0.4427853524684906,0.010770059235325794,0.37641242146492,0.053042541733979535,0.3480991721153259,0.026117393645665052,0.02997666487165679
data\BraTS2021_slice\test\good\img\00453_60.png,0,0.5937318801879883,0.39606892837910607,0.5233173370361328,0.7030156165858912,0.4881949424743652,0.6429725363489499,0.5806856937713156
data\BraTS2021_slice\test\good\img\00453_61.png,0,0.6103421449661255,0.4873451803984922,0.5334484577178955,0.749057619816909,0.5050942301750183,0.7291330102315563,0.6551786034823192
data\BraTS2021_slice\test\good\img\00453_62.png,0,0.588753342628479,0.37129779213785674,0.4963618516921997,0.5716208939149166,0.4802688658237457,0.6015078082929456,0.5148088314485729
data\BraTS2021_slice\test\good\img\00453_63.png,0,0.56215500831604,0.24636510500807754,0.4593918323516845,0.37075928917609047,0.4741154313087463,0.5662358642972536,0.3944534194938072
