path,label,image_score,anchor_score,pixel_aggregated_score
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00026_96.png,0,0.3827950358390808,0.3827950358390808,0.3827950358390808
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00026_97.png,0,0.4014086425304413,0.4014086425304413,0.4014086425304413
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00026_98.png,0,0.3634551763534546,0.3634551763534546,0.3634551763534546
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00026_99.png,0,0.372159868478775,0.372159868478775,0.372159868478775
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00028_98.png,0,0.38015151023864746,0.38015151023864746,0.38015151023864746
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00028_99.png,0,0.37049388885498047,0.37049388885498047,0.37049388885498047
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00056_97.png,0,0.4005649983882904,0.4005649983882904,0.4005649983882904
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00056_98.png,0,0.4117438793182373,0.4117438793182373,0.4117438793182373
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00056_99.png,0,0.43228358030319214,0.43228358030319214,0.43228358030319214
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00066_60.png,0,0.46924054622650146,0.46924054622650146,0.46924054622650146
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00066_61.png,0,0.4446573257446289,0.4446573257446289,0.4446573257446289
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00066_62.png,0,0.431393563747406,0.431393563747406,0.431393563747406
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00066_63.png,0,0.4339003264904022,0.4339003264904022,0.4339003264904022
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00066_64.png,0,0.4295652210712433,0.4295652210712433,0.4295652210712433
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00072_96.png,0,0.4126095473766327,0.4126095473766327,0.4126095473766327
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00072_97.png,0,0.39998897910118103,0.39998897910118103,0.39998897910118103
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00072_98.png,0,0.4021624028682709,0.4021624028682709,0.4021624028682709
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00072_99.png,0,0.3910926282405853,0.3910926282405853,0.3910926282405853
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00078_60.png,0,0.39727362990379333,0.39727362990379333,0.39727362990379333
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00078_61.png,0,0.3828797936439514,0.3828797936439514,0.3828797936439514
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00078_62.png,0,0.3989512026309967,0.3989512026309967,0.3989512026309967
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00078_63.png,0,0.3936944603919983,0.3936944603919983,0.3936944603919983
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00078_64.png,0,0.3762226998806,0.3762226998806,0.3762226998806
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00078_65.png,0,0.39667433500289917,0.39667433500289917,0.39667433500289917
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00085_60.png,0,0.4031071364879608,0.4031071364879608,0.4031071364879608
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00085_61.png,0,0.4213427007198334,0.4213427007198334,0.4213427007198334
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00085_62.png,0,0.41497886180877686,0.41497886180877686,0.41497886180877686
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00085_63.png,0,0.4082220494747162,0.4082220494747162,0.4082220494747162
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00085_64.png,0,0.3916201591491699,0.3916201591491699,0.3916201591491699
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00089_60.png,0,0.4071815013885498,0.4071815013885498,0.4071815013885498
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00089_61.png,0,0.38604775071144104,0.38604775071144104,0.38604775071144104
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00118_62.png,0,0.4328598976135254,0.4328598976135254,0.4328598976135254
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00118_63.png,0,0.44124898314476013,0.44124898314476013,0.44124898314476013
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00118_64.png,0,0.4294048845767975,0.4294048845767975,0.4294048845767975
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00118_65.png,0,0.42836520075798035,0.42836520075798035,0.42836520075798035
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00118_68.png,0,0.43481841683387756,0.43481841683387756,0.43481841683387756
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00139_95.png,0,0.35359811782836914,0.35359811782836914,0.35359811782836914
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00139_96.png,0,0.35158246755599976,0.35158246755599976,0.35158246755599976
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00139_97.png,0,0.3266132175922394,0.3266132175922394,0.3266132175922394
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00139_98.png,0,0.3366526663303375,0.3366526663303375,0.3366526663303375
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00139_99.png,0,0.33372101187705994,0.33372101187705994,0.33372101187705994
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00140_60.png,0,0.417967289686203,0.417967289686203,0.417967289686203
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00140_61.png,0,0.39684227108955383,0.39684227108955383,0.39684227108955383
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00146_60.png,0,0.4468645751476288,0.4468645751476288,0.4468645751476288
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00146_61.png,0,0.4620402157306671,0.4620402157306671,0.4620402157306671
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00146_62.png,0,0.460847944021225,0.460847944021225,0.460847944021225
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00146_63.png,0,0.5088534355163574,0.5088534355163574,0.5088534355163574
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00166_60.png,0,0.39372754096984863,0.39372754096984863,0.39372754096984863
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00166_61.png,0,0.396080881357193,0.396080881357193,0.396080881357193
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00166_62.png,0,0.3904673159122467,0.3904673159122467,0.3904673159122467
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00166_63.png,0,0.3884704113006592,0.3884704113006592,0.3884704113006592
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00166_64.png,0,0.3987092971801758,0.3987092971801758,0.3987092971801758
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00166_65.png,0,0.4004659652709961,0.4004659652709961,0.4004659652709961
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00186_60.png,0,0.4008254110813141,0.4008254110813141,0.4008254110813141
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00186_61.png,0,0.3936208188533783,0.3936208188533783,0.3936208188533783
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00186_62.png,0,0.4183778166770935,0.4183778166770935,0.4183778166770935
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00186_63.png,0,0.4250173568725586,0.4250173568725586,0.4250173568725586
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00204_60.png,0,0.42979076504707336,0.42979076504707336,0.42979076504707336
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00204_61.png,0,0.43777960538864136,0.43777960538864136,0.43777960538864136
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00204_62.png,0,0.45300328731536865,0.45300328731536865,0.45300328731536865
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00204_63.png,0,0.4466734826564789,0.4466734826564789,0.4466734826564789
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00204_64.png,0,0.43186578154563904,0.43186578154563904,0.43186578154563904
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00210_97.png,0,0.34436455368995667,0.34436455368995667,0.34436455368995667
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00210_98.png,0,0.3583175539970398,0.3583175539970398,0.3583175539970398
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00210_99.png,0,0.3503817319869995,0.3503817319869995,0.3503817319869995
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00219_60.png,0,0.4064730405807495,0.4064730405807495,0.4064730405807495
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00219_61.png,0,0.3875543475151062,0.3875543475151062,0.3875543475151062
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00219_98.png,0,0.31305795907974243,0.31305795907974243,0.31305795907974243
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00219_99.png,0,0.31076496839523315,0.31076496839523315,0.31076496839523315
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00230_60.png,0,0.3809671401977539,0.3809671401977539,0.3809671401977539
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00230_61.png,0,0.3874715566635132,0.3874715566635132,0.3874715566635132
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00230_62.png,0,0.3806828558444977,0.3806828558444977,0.3806828558444977
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00231_60.png,0,0.4089236855506897,0.4089236855506897,0.4089236855506897
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00231_61.png,0,0.4306029677391052,0.4306029677391052,0.4306029677391052
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00231_62.png,0,0.3975522518157959,0.3975522518157959,0.3975522518157959
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00249_96.png,0,0.3997936248779297,0.3997936248779297,0.3997936248779297
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00249_97.png,0,0.4027814567089081,0.4027814567089081,0.4027814567089081
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00249_98.png,0,0.3671611547470093,0.3671611547470093,0.3671611547470093
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00249_99.png,0,0.3548513948917389,0.3548513948917389,0.3548513948917389
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00254_95.png,0,0.3242323398590088,0.3242323398590088,0.3242323398590088
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00254_96.png,0,0.3257119953632355,0.3257119953632355,0.3257119953632355
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00254_97.png,0,0.36412331461906433,0.36412331461906433,0.36412331461906433
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00254_98.png,0,0.3592964708805084,0.3592964708805084,0.3592964708805084
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00254_99.png,0,0.36493101716041565,0.36493101716041565,0.36493101716041565
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00261_98.png,0,0.41372284293174744,0.41372284293174744,0.41372284293174744
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00261_99.png,0,0.43293556571006775,0.43293556571006775,0.43293556571006775
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00269_60.png,0,0.45255202054977417,0.45255202054977417,0.45255202054977417
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00269_61.png,0,0.4565020203590393,0.4565020203590393,0.4565020203590393
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00273_98.png,0,0.4215121865272522,0.4215121865272522,0.4215121865272522
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00273_99.png,0,0.4070122241973877,0.4070122241973877,0.4070122241973877
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00283_60.png,0,0.38090333342552185,0.38090333342552185,0.38090333342552185
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00283_61.png,0,0.3628571033477783,0.3628571033477783,0.3628571033477783
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00283_62.png,0,0.3738950490951538,0.3738950490951538,0.3738950490951538
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00283_63.png,0,0.40339207649230957,0.40339207649230957,0.40339207649230957
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00283_64.png,0,0.3882118761539459,0.3882118761539459,0.3882118761539459
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00291_62.png,0,0.4275915026664734,0.4275915026664734,0.4275915026664734
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00291_63.png,0,0.3826100826263428,0.3826100826263428,0.3826100826263428
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00291_64.png,0,0.4257345199584961,0.4257345199584961,0.4257345199584961
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00291_65.png,0,0.4094368815422058,0.4094368815422058,0.4094368815422058
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00291_66.png,0,0.41050100326538086,0.41050100326538086,0.41050100326538086
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00291_67.png,0,0.3940558135509491,0.3940558135509491,0.3940558135509491
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00305_60.png,0,0.44295433163642883,0.44295433163642883,0.44295433163642883
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00305_61.png,0,0.4396657645702362,0.4396657645702362,0.4396657645702362
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00305_62.png,0,0.4050436019897461,0.4050436019897461,0.4050436019897461
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00305_63.png,0,0.39294299483299255,0.39294299483299255,0.39294299483299255
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00305_64.png,0,0.39404991269111633,0.39404991269111633,0.39404991269111633
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00314_60.png,0,0.43004587292671204,0.43004587292671204,0.43004587292671204
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00314_61.png,0,0.4135044515132904,0.4135044515132904,0.4135044515132904
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00314_62.png,0,0.38090524077415466,0.38090524077415466,0.38090524077415466
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00331_96.png,0,0.39108169078826904,0.39108169078826904,0.39108169078826904
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00331_97.png,0,0.3958379328250885,0.3958379328250885,0.3958379328250885
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00331_98.png,0,0.41144120693206787,0.41144120693206787,0.41144120693206787
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00331_99.png,0,0.4026961922645569,0.4026961922645569,0.4026961922645569
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00356_98.png,0,0.33442965149879456,0.33442965149879456,0.33442965149879456
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00356_99.png,0,0.34206733107566833,0.34206733107566833,0.34206733107566833
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00383_60.png,0,0.47482961416244507,0.47482961416244507,0.47482961416244507
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00383_61.png,0,0.4561154842376709,0.4561154842376709,0.4561154842376709
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00383_62.png,0,0.41899171471595764,0.41899171471595764,0.41899171471595764
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00383_63.png,0,0.40408188104629517,0.40408188104629517,0.40408188104629517
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00421_60.png,0,0.36804139614105225,0.36804139614105225,0.36804139614105225
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00421_61.png,0,0.3890189230442047,0.3890189230442047,0.3890189230442047
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00421_62.png,0,0.3725649416446686,0.3725649416446686,0.3725649416446686
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00431_60.png,0,0.396356463432312,0.396356463432312,0.396356463432312
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00431_61.png,0,0.40341776609420776,0.40341776609420776,0.40341776609420776
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00431_62.png,0,0.40694141387939453,0.40694141387939453,0.40694141387939453
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00431_63.png,0,0.42001885175704956,0.42001885175704956,0.42001885175704956
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00431_64.png,0,0.37989357113838196,0.37989357113838196,0.37989357113838196
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00453_60.png,0,0.49070316553115845,0.49070316553115845,0.49070316553115845
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00453_61.png,0,0.5053683519363403,0.5053683519363403,0.5053683519363403
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00453_62.png,0,0.48690250515937805,0.48690250515937805,0.48690250515937805
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00453_63.png,0,0.4290333688259125,0.4290333688259125,0.4290333688259125
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00453_64.png,0,0.42998331785202026,0.42998331785202026,0.42998331785202026
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00453_65.png,0,0.4143189787864685,0.4143189787864685,0.4143189787864685
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00457_94.png,0,0.3764747083187103,0.3764747083187103,0.3764747083187103
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00457_95.png,0,0.3660716116428375,0.3660716116428375,0.3660716116428375
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00457_96.png,0,0.3565264642238617,0.3565264642238617,0.3565264642238617
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00457_97.png,0,0.3500041663646698,0.3500041663646698,0.3500041663646698
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00457_98.png,0,0.3766385018825531,0.3766385018825531,0.3766385018825531
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00457_99.png,0,0.3742031753063202,0.3742031753063202,0.3742031753063202
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00478_60.png,0,0.4489734172821045,0.4489734172821045,0.4489734172821045
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00478_61.png,0,0.4381575584411621,0.4381575584411621,0.4381575584411621
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00478_62.png,0,0.4131436049938202,0.4131436049938202,0.4131436049938202
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00478_63.png,0,0.4140443205833435,0.4140443205833435,0.4140443205833435
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00478_64.png,0,0.42977175116539,0.42977175116539,0.42977175116539
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00485_94.png,0,0.3612388074398041,0.3612388074398041,0.3612388074398041
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00485_95.png,0,0.36108288168907166,0.36108288168907166,0.36108288168907166
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00485_96.png,0,0.36754608154296875,0.36754608154296875,0.36754608154296875
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00485_97.png,0,0.37703844904899597,0.37703844904899597,0.37703844904899597
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00485_98.png,0,0.3488495647907257,0.3488495647907257,0.3488495647907257
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00485_99.png,0,0.34188932180404663,0.34188932180404663,0.34188932180404663
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00488_60.png,0,0.49693217873573303,0.49693217873573303,0.49693217873573303
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00488_61.png,0,0.45073652267456055,0.45073652267456055,0.45073652267456055
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00488_62.png,0,0.44374069571495056,0.44374069571495056,0.44374069571495056
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00488_63.png,0,0.407490998506546,0.407490998506546,0.407490998506546
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00488_64.png,0,0.4139711856842041,0.4139711856842041,0.4139711856842041
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00491_60.png,0,0.42890992760658264,0.42890992760658264,0.42890992760658264
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00491_61.png,0,0.4176712930202484,0.4176712930202484,0.4176712930202484
D:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00491_62.png,0,0.4225366413593292,0.4225366413593292,0.4225366413593292
